logFC	logCPM	PValue	FDR
ENSG00000006025	0.982425316213853	1.43704318378511	1.35893048138293e-07	4.73454222334226e-07
ENSG00000006042	1.07872548422664	4.76560979634416	2.43526659539213e-08	9.37619338996441e-08
ENSG00000006047	1.68916844190022	1.38150223041892	1.21792175465317e-07	4.26889643856219e-07
ENSG00000006062	-0.0886897299366186	4.53448184962406	0.672269224762668	0.718866889491789
ENSG00000006118	2.81126790753601	3.23590421370242	2.66105629276321e-17	3.52482184051728e-16
ENSG00000006125	0.142131714832416	6.27250065993289	0.11801445317988	0.154895584370644
ENSG00000006194	0.245499987888651	4.11288392641646	0.000345640583128988	0.000724552244414898
ENSG00000006210	-0.570746743124797	5.11868237085378	9.26598725347473e-05	0.000212408026909014
ENSG00000006282	0.191736305280817	5.59705840994571	0.168989977283882	0.214039692394203
ENSG00000006327	-0.0455626719114877	5.69427240010255	0.860447991923782	0.884644403219307
ENSG00000006432	1.49850559879031	2.05908788773128	2.81120097353602e-26	1.06047266714646e-24
ENSG00000006451	0.514655770344501	4.78242127981507	6.64616453910958e-11	3.70013022994439e-10
ENSG00000006453	0.474159396495422	5.68706626866426	0.000523641685932317	0.00106758094146555
ENSG00000006459	-0.821908430788072	4.2583332085587	1.30282754263606e-12	9.15439915505366e-12
ENSG00000006468	0.227115478048972	2.75891311725078	0.267782736178364	0.32209133121875
ENSG00000006530	0.307484895270939	3.88136144961064	0.000349046681308397	0.000730755552068836
ENSG00000006534	0.800491409301505	3.64294681419562	4.84666218772812e-06	1.35249394093784e-05
ENSG00000006555	0.274043142293293	2.68080569134525	0.174967641837716	0.220833422774125
ENSG00000006576	0.688758334220296	3.1457001900262	5.24207004275995e-10	2.56304310761527e-09
ENSG00000006607	-0.351757583627274	4.01714434515773	0.000578099409941685	0.001168804336971
ENSG00000006611	1.83832663682605	2.21587595818896	5.25387663307116e-05	0.000125841188915691
ENSG00000006625	0.791870946531847	4.4578773045771	2.94162798270632e-10	1.49305880792667e-09
ENSG00000006634	1.16426126139438	2.11322902258293	3.83111970398682e-17	4.96499864807744e-16
ENSG00000006638	-1.66422602672942	2.60664538428294	8.19868156820289e-22	1.86444859733039e-20
ENSG00000006652	0.732371986652111	4.20027121903445	1.35078139981552e-07	4.70888678679874e-07
ENSG00000006695	-0.231549823444422	3.30957740617992	0.0253620891224462	0.0382536692214122
ENSG00000006704	1.31869876704845	3.26778936105971	1.21025612320184e-20	2.43241197141392e-19
ENSG00000006712	0.113443945801116	5.95704658632674	0.200234342396951	0.249105425758099
ENSG00000006715	0.204700453284244	4.88528665237568	0.0266737757390401	0.0400106636085602
ENSG00000006740	1.2286465286269	1.75189694348911	9.451653523316e-06	2.52662124502018e-05
ENSG00000006744	-0.247667466470467	5.64014985849284	0.00160961144965319	0.00303053074695014
ENSG00000006747	2.46526566397717	-0.407840268552946	1.15254653119679e-11	7.12195362527235e-11
ENSG00000006756	-1.06418958110163	6.26420579153527	1.51924351762887e-10	8.06616068332592e-10
ENSG00000006757	-0.723136471781252	4.45527565110944	2.51554329222287e-07	8.42636736322251e-07
ENSG00000006831	-0.667974822311935	7.0822481824396	1.6452483658458e-11	9.94112448936319e-11
ENSG00000006837	0.794748103754106	-1.19846707496638	2.79062068580343e-10	1.42283687347597e-09
ENSG00000007001	-0.0616451931174056	3.40249263895701	0.895203353445486	0.914346747745902
ENSG00000007047	0.936847150731647	4.91293639579482	1.66217645228145e-21	3.66861718081458e-20
ENSG00000007062	-0.675319137608518	1.97765145332929	0.112603851419764	0.148389602881958
ENSG00000007080	0.535017784286115	5.34685204956428	2.46722974942253e-07	8.27531768275451e-07
ENSG00000007129	-0.918123898805908	-0.0240035239087748	8.07895627673655e-06	2.18730080532717e-05
ENSG00000007168	-0.364996917726066	5.78461964742575	7.10344933351977e-07	2.22840681219661e-06
ENSG00000007171	1.04786118059208	-0.216892843194334	2.52604611016971e-05	6.36482944806454e-05
ENSG00000007202	0.957550511521314	5.6150146096	3.05721254120142e-13	2.34712501882762e-12
ENSG00000007216	0.866198725512227	1.68319500048417	0.015130038409303	0.0238171988191601
ENSG00000007237	0.534005521014533	2.47902292516617	0.0152305034026563	0.0239648613721992
ENSG00000007255	0.162219981927166	4.69212185602242	0.290630619299423	0.346170280754736
ENSG00000007264	0.30253266445958	1.62264751986896	0.167494972493042	0.212370449369482
ENSG00000007312	-0.17439070433762	1.52640446225956	0.359599603313727	0.417563595920685
ENSG00000007314	2.0525823939866	0.0171123339058356	5.35972572540335e-17	6.7942738793908e-16
ENSG00000007341	0.167891671584143	2.44002904708706	0.0494015400180736	0.0703256490855578
ENSG00000007372	0.195878047307089	0.713786726916604	0.263155970938194	0.317200232256198
ENSG00000007376	0.746722766027568	3.66537754500031	8.02716104817622e-12	5.06462900507169e-11
ENSG00000007384	0.843408805855008	3.11172933614428	9.40822162020918e-08	3.33797022690972e-07
ENSG00000007392	0.559367830514838	3.82630684417302	1.05801883075577e-05	2.80661299625936e-05
ENSG00000007402	1.15013132970491	0.396165417037002	3.17198653823679e-06	9.08996237849344e-06
ENSG00000007516	-0.391149303592911	3.47748418678787	0.0230315724949754	0.0350322954540519
ENSG00000007520	0.164109640776834	5.05450766745493	0.121898277319886	0.159417645303215
ENSG00000007541	-0.0843801300434165	5.19094361680528	0.455794727312604	0.514582034450456
ENSG00000007545	1.00926094536323	2.37255965816914	3.3105767626496e-15	3.3102087163169e-14
ENSG00000007866	0.798534780230655	4.1337670241834	1.2136074984797e-10	6.53212797206845e-10
ENSG00000007908	-1.05522624494247	1.92473269388932	0.000459926373490603	0.00094636874929638
ENSG00000007923	-0.302114895016465	4.16682541115947	0.0133404808281389	0.0212323986141004
ENSG00000007933	-1.46718080928861	8.80679093024209	3.05977676530314e-09	1.34438848202914e-08
ENSG00000007944	0.484285192871129	2.5595490460611	0.00237748094856874	0.00433469767918654
ENSG00000007952	0.394256668664777	-0.637186125658307	0.0401008388503381	0.0581111648465223
ENSG00000007968	3.26393565839708	0.723687167580691	1.47339733086086e-36	1.37323684909457e-34
ENSG00000008018	0.00959594423225999	7.08528955628612	0.933103391674623	0.94630793310273
ENSG00000008056	-0.723189483350604	0.829337793006608	0.00869915217123944	0.0143152821568251
ENSG00000008083	0.416243679837014	3.30581725861735	1.54801461579984e-05	4.01119085407771e-05
ENSG00000008086	0.428670529301853	2.5005389697852	0.0018037825205473	0.00336511511922887
ENSG00000008128	0.428866573174078	1.86991440036985	0.00178147289589418	0.00332694502194192
ENSG00000008130	-0.590007778246614	6.13202114390525	2.07309405012799e-07	7.04131717781387e-07
ENSG00000008226	-0.543478751012184	-0.259976594119627	0.00304157554727529	0.00544993136212649
ENSG00000008256	0.731875509124339	2.96192994442267	4.16408060119046e-07	1.35156048094937e-06
ENSG00000008277	2.0004006335778	0.151745408202541	4.24955784303498e-14	3.68213133335805e-13
ENSG00000008282	0.205046790312855	6.02973591392459	0.00718756177727666	0.0120348004514244
ENSG00000008283	0.665756227627447	4.60998110646529	0.000424569363761648	0.000878035607650555
ENSG00000008294	-0.467864754713342	5.59578858672791	9.25851473479972e-07	2.86154919329171e-06
ENSG00000008300	3.53138477604315	1.79855217171502	5.37235670001085e-43	8.62838859998171e-41
ENSG00000008311	-0.701890284905757	4.696346199507	0.0255988476012276	0.038575192313888
ENSG00000008323	0.801650941521641	2.79967600601396	0.00020409876403531	0.000443879647862066
ENSG00000008324	0.134328415829516	3.76307546743483	0.216292083822872	0.266301300739619
ENSG00000008382	-0.13717759187899	5.10314616233203	0.27868626541511	0.333511312772736
ENSG00000008394	-0.993138465864888	9.46103697642617	7.4963713225078e-09	3.12068334527356e-08
ENSG00000008405	-0.182590210225136	3.81315454894741	0.192250224016937	0.240169249921291
ENSG00000008441	0.159436137375802	5.66362629268107	0.207897770258967	0.257428587555468
ENSG00000008513	-0.194909095067895	7.32673202948961	0.341954684195142	0.399654399278944
ENSG00000008516	-0.284931485750943	0.488852786951822	0.163219529685194	0.207476001694387
ENSG00000008517	0.571722521274093	8.08851124933581	0.0219991911728026	0.0336154817207249
ENSG00000008710	0.865833471677589	4.76308513210006	1.48489452761981e-09	6.82603699535527e-09
ENSG00000008735	3.09328454692064	2.20794659292187	9.99149403772933e-26	3.56601180060864e-24
ENSG00000008838	0.543751122506857	5.49865125801261	1.08664212834997e-13	8.83258861489348e-13
ENSG00000008853	1.52421982642485	3.23378713952489	6.72817847993574e-12	4.29781514549304e-11
ENSG00000008869	-0.0165694738135318	3.89034651693011	0.866602295207289	0.889649702442
ENSG00000008952	-0.772391949019434	7.3193560074574	3.8769514044513e-13	2.92773307570403e-12
ENSG00000008988	0.587654152982712	9.17850776832435	2.94260782367298e-05	7.34345581745692e-05
ENSG00000009307	-0.193065718615495	8.16417797716742	0.0178966231065421	0.0278040493479434
ENSG00000009335	0.112614871883178	5.74089654085318	0.209202314512081	0.258776731773023
ENSG00000009413	-0.154419837149575	3.5627233369633	0.247149828572906	0.300103356039518
ENSG00000009694	-1.05767854515993	2.35956686126038	0.00196181235291856	0.00363280632121671
ENSG00000009724	-1.09268478274402	7.65288566841127	1.63178117208697e-05	4.21307301901829e-05
ENSG00000009765	-1.62110016313299	5.1292715685327	8.82795861069966e-09	3.64047041470118e-08
ENSG00000009780	-0.157747115774091	2.522004146806	0.0547994756562672	0.0772275907321322
ENSG00000009790	-0.110731614167238	1.37693038417252	0.622940339410399	0.674484527775216
ENSG00000009830	0.593385469894892	3.06138764510309	2.94136613118114e-08	1.12048483624918e-07
ENSG00000009844	-0.188960674110776	4.88051467260094	0.0592333733272501	0.0829497796349221
ENSG00000009950	-0.0194115079478649	7.81429377348516	0.888578309194504	0.908890402922253
ENSG00000009954	0.30158463435931	5.81189080697366	0.000122943436404909	0.00027647287586592
ENSG00000010017	0.0568528622292098	4.99985535345034	0.497559213766767	0.555553116728182
ENSG00000010030	-0.421224899175074	1.8303080153511	0.120136242338506	0.157290248721526
ENSG00000010072	0.581544676142755	2.60815389832418	9.74889135783852e-12	6.07633602719332e-11
ENSG00000010165	0.510088785344159	4.71495499233586	1.22834556712951e-08	4.95414351155283e-08
ENSG00000010219	0.00400944818924065	3.02756516899712	0.969966422645275	0.975934445158475
ENSG00000010244	0.543089762389397	5.82886150073808	8.26824268895789e-17	1.02149141132537e-15
ENSG00000010256	-0.32502057748576	8.00883153320605	0.00230767905269618	0.00421555101044977
ENSG00000010270	0.262955948486289	3.41607224460645	0.0190589290596454	0.0294731788106002
ENSG00000010278	0.175680610857893	5.52882604591997	0.313462083625321	0.369935438935329
ENSG00000010292	1.72010578641068	4.35248600598064	6.8983014651817e-29	3.42780792142786e-27
ENSG00000010295	0.727756463858497	3.74165388713573	1.52455634985835e-12	1.06252303840574e-11
ENSG00000010310	2.35251568362203	-0.0501774703429232	3.94063011243919e-12	2.60316028140126e-11
ENSG00000010318	0.077645473770185	1.9703149983541	0.556041834467462	0.612116190815469
ENSG00000010319	0.984731037548666	2.67005582609769	8.41001522378537e-06	2.26771629209191e-05
ENSG00000010322	0.507558257986353	5.38208033293945	2.34612478087359e-13	1.83807023337779e-12
ENSG00000010327	-0.93164144826346	6.2429990824469	6.69725650270937e-08	2.42492451631917e-07
ENSG00000010361	-0.372084182488989	2.93998675710857	0.0433719559664208	0.0624639506744578
ENSG00000010379	-1.34460640968073	3.20793847834143	6.35752172855103e-07	2.01123990244769e-06
ENSG00000010404	-0.502602300514621	5.20909868130678	1.78775314029958e-06	5.31978552319419e-06
ENSG00000010438	1.36758379966499	2.87424168143886	0.00169952600626702	0.00318614630544358
ENSG00000010539	0.54035861552948	2.36807022388983	1.22736744897759e-09	5.71373852800439e-09
ENSG00000010610	-1.74614708706466	6.6248124350242	1.02266906605962e-19	1.8359053054172e-18
ENSG00000010626	-0.0703728311062024	1.48485894651228	0.639369163923676	0.689490420520732
ENSG00000010671	-0.550770411150545	1.63541340170679	0.00383502550017156	0.00674664437135315
ENSG00000010704	0.119102948662336	4.21571640708036	0.292155399700482	0.347687153808288
ENSG00000010803	0.528460368770833	3.61871817661486	4.40614729029071e-07	1.4244747925548e-06
ENSG00000010810	-0.958317123056172	4.66807887118777	1.16616465420671e-12	8.2456642295088e-12
ENSG00000010818	-0.746005253935204	3.82402006421159	5.52724827525981e-07	1.76503003684313e-06
ENSG00000010932	2.24860994416867	1.51687166048649	1.23100094529656e-08	4.96374019367734e-08
ENSG00000011007	-0.510447576257509	5.54333692920264	1.13379526467022e-07	3.99035594225941e-07
ENSG00000011009	-0.0496020849980514	6.00450949019516	0.586392550239377	0.640672327120136
ENSG00000011021	0.0112826723339819	3.47402700626016	0.914547296813413	0.931102916208106
ENSG00000011028	-0.249781131769188	3.87644654711608	0.277429258771947	0.332139601117457
ENSG00000011052	0.136318442671586	-0.728042272623486	0.461271211285864	0.520111988253628
ENSG00000011105	-0.621378312204274	6.46790967768882	6.45571320855449e-07	2.03979218681676e-06
ENSG00000011114	0.257587245732284	3.65021533478289	0.0218475353038515	0.0334092888757699
ENSG00000011132	0.353290060676888	3.6762735564708	4.62223130891424e-06	1.29247158067386e-05
ENSG00000011143	0.260909437827814	2.54057985678932	0.00490974086085675	0.00847891883689432
ENSG00000011198	-0.518296742805754	3.56628335486423	5.73089043293738e-05	0.000136394889001955
ENSG00000011201	0.293534235896697	0.45893811637477	0.262873319523008	0.316927967264066
ENSG00000011243	0.881331274396754	4.6459481787024	3.91362571280805e-20	7.37927665848965e-19
ENSG00000011258	-0.0467592096229091	3.78761106810039	0.657918197360828	0.705986710068732
ENSG00000011260	0.328098439037399	4.21822007089238	3.09963037672897e-05	7.70538297631297e-05
ENSG00000011275	0.562713037928509	4.76286366692322	1.13349724638325e-11	7.00664895805563e-11
ENSG00000011295	-0.663974979573266	4.75646050922231	2.25310300682502e-08	8.73465881180356e-08
ENSG00000011304	0.367987780262191	7.3163094499419	3.82883563544758e-07	1.24951189061014e-06
ENSG00000011347	-0.597251328471226	6.72125211566435	0.0623014384344739	0.0869147102962088
ENSG00000011376	-0.348613447753433	4.29643022274259	0.00219414795526374	0.00402532722277248
ENSG00000011405	-0.0165084570762988	4.78681118864061	0.875011724369533	0.897207484350405
ENSG00000011422	-0.346071273241303	3.11704415653953	0.186187350467601	0.233622131732719
ENSG00000011426	3.93983201330393	2.7778349740894	1.27328399007897e-45	2.60270822881142e-43
ENSG00000011451	0.504315445814477	4.93070200350734	4.77393524916273e-14	4.09702038463451e-13
ENSG00000011454	0.327102714745724	4.38558919738578	0.000796150551621731	0.00157531142036868
ENSG00000011465	-2.34925549647908	7.47415112190755	4.55955571231004e-13	3.40603356117247e-12
ENSG00000011478	0.504993789408195	3.72760918108152	4.20374637844373e-06	1.18336447348115e-05
ENSG00000011485	0.0719163518829618	5.37410875236244	0.34943459239814	0.407100352853481
ENSG00000011523	0.668458640439402	3.29628628721646	1.45719355293721e-14	1.33598356932898e-13
ENSG00000011566	0.462091911518867	4.26809830253944	0.000157679386464313	0.0003490876066117
ENSG00000011600	-0.342174580220373	5.15519994048825	0.0706721777342836	0.0973840304185915
ENSG00000011638	0.402478677017745	1.40474756706028	0.0993378403134708	0.132509386100016
ENSG00000012048	0.740434313147244	2.47005112677808	2.92508160365725e-05	7.30478521263177e-05
ENSG00000012061	0.251281994271925	5.03973455591385	0.0274402700484482	0.0410781938774539
ENSG00000012124	-0.343064932767982	0.86019119839827	0.20660480048686	0.25597335242052
ENSG00000012171	1.40459723579697	3.20410331824111	8.7429362948762e-07	2.71024105479804e-06
ENSG00000012174	-0.275407732782754	4.61228927372597	0.00377091202793728	0.00664425169541931
ENSG00000012211	0.203430569374383	1.91085219379977	0.024892083349868	0.0375951969183396
ENSG00000012223	0.638847783358656	0.745936177944122	0.0269698659754362	0.0404345681918775
ENSG00000012232	0.681633653409952	4.35985418276969	3.00958123644243e-06	8.64797879890199e-06
ENSG00000012504	-0.671448990776368	6.22381016179697	1.07166120396459e-06	3.28567270102522e-06
ENSG00000012660	0.210346844624458	6.50942794541473	0.101145119466818	0.134720356088051
ENSG00000012779	0.061063370806866	2.32701611612692	0.779087177767318	0.813694247615323
ENSG00000012817	0.133677256102964	3.4577369954123	0.833697586097012	0.861276830847293
ENSG00000012822	0.00732115714572816	5.38194893090606	0.946448367813824	0.956767069812019
ENSG00000012963	0.0527386411492414	4.3208873807562	0.531421683107044	0.588621504663147
ENSG00000012983	-0.0568558810075088	3.73027802651704	0.603308991439488	0.656562534818411
ENSG00000013016	-2.14190846026327	3.68420604970715	6.07226309272324e-31	3.55791102644644e-29
ENSG00000013275	0.757192089765219	6.27719772756172	4.38072117990494e-14	3.77939628700864e-13
ENSG00000013288	-0.580867067107274	6.03318593170945	2.66394778166343e-07	8.90689455326426e-07
ENSG00000013297	-0.530255420714762	1.36760647894253	0.0493678469301797	0.0702888103989293
ENSG00000013306	0.725316441982095	6.9297327074196	8.12379067801194e-15	7.70325496658296e-14
ENSG00000013364	0.582691906191168	6.92593331853606	7.19266845236966e-05	0.000168400000157784
ENSG00000013374	0.207960627075596	5.6790452380182	0.00428446442113671	0.00748387512210207
ENSG00000013375	-0.0877808318179681	5.2889632178513	0.426835188209896	0.486189929427533
ENSG00000013392	0.07691198757191	2.56044505848276	0.430888921937247	0.490248572283821
ENSG00000013441	0.203700781106796	5.43913274481583	0.221878173865579	0.272526090235168
ENSG00000013503	-0.354415222856429	3.83853861511091	2.66531088509596e-05	6.69323079730646e-05
ENSG00000013523	0.210652533866026	4.05829371264626	0.11678095227267	0.153433333538879
ENSG00000013561	0.106537324054245	5.31432691386054	0.203483072559439	0.252710129052692
ENSG00000013563	0.0110475057535163	3.11504485236738	0.915113402894081	0.931476906476841
ENSG00000013573	1.3429647934502	2.93512602803144	3.21553690364314e-13	2.4550542369581e-12
ENSG00000013583	-0.758188584940288	6.14873627264261	1.04877832223138e-14	9.80582461972286e-14
ENSG00000013588	-0.112587618283643	1.50132537950773	0.789623417278213	0.823119264603645
ENSG00000013619	0.870403141874315	2.63037203990552	1.71682550212457e-05	4.42122507261515e-05
ENSG00000013725	-0.0450979878857581	2.10242952389874	0.866406431004191	0.889550164435125
ENSG00000013810	2.16877512951833	3.97790395842592	1.17991006124817e-37	1.24848365774895e-35
ENSG00000014123	-0.379401346562509	4.98031978333546	0.000611249986468546	0.00123015940440772
